text_id,title,question_id,correct
47,Permafrost: Der gefrorene Boden und sein Tauen,7,A
47,Permafrost: Der gefrorene Boden und sein Tauen,8,C
47,Permafrost: Der gefrorene Boden und sein Tauen,9,B
47,Permafrost: Der gefrorene Boden und sein Tauen,10,A
48,Die Expertin für das Ende,1,C
48,Die Expertin für das Ende,2,A
48,Die Expertin für das Ende,3,A
48,Die Expertin für das Ende,4,B
48,Die Expertin für das Ende,5,B
48,Die Expertin für das Ende,6,C
48,Die Expertin für das Ende,7,A
48,Die Expertin für das Ende,8,C
48,Die Expertin für das Ende,9,D
48,Die Expertin für das Ende,10,D
49,Tiefenhirnstimulation: Strom gegen Zittern und Depression,1,D
49,Tiefenhirnstimulation: Strom gegen Zittern und Depression,2,C
49,Tiefenhirnstimulation: Strom gegen Zittern und Depression,3,B
49,Tiefenhirnstimulation: Strom gegen Zittern und Depression,4,A
49,Tiefenhirnstimulation: Strom gegen Zittern und Depression,5,C
49,Tiefenhirnstimulation: Strom gegen Zittern und Depression,6,B
49,Tiefenhirnstimulation: Strom gegen Zittern und Depression,7,B
49,Tiefenhirnstimulation: Strom gegen Zittern und Depression,8,C
49,Tiefenhirnstimulation: Strom gegen Zittern und Depression,9,D
49,Tiefenhirnstimulation: Strom gegen Zittern und Depression,10,A
50,Das Wörterbuch der verlorenen Wörter,1,A
50,Das Wörterbuch der verlorenen Wörter,2,B
50,Das Wörterbuch der verlorenen Wörter,3,C
50,Das Wörterbuch der verlorenen Wörter,4,D
50,Das Wörterbuch der verlorenen Wörter,5,C
50,Das Wörterbuch der verlorenen Wörter,6,A
50,Das Wörterbuch der verlorenen Wörter,7,D
50,Das Wörterbuch der verlorenen Wörter,8,A
50,Das Wörterbuch der verlorenen Wörter,9,B
50,Das Wörterbuch der verlorenen Wörter,10,B
51,Chronobiologie: Die innere Uhr des Lebens,1,B
51,Chronobiologie: Die innere Uhr des Lebens,2,A
51,Chronobiologie: Die innere Uhr des Lebens,3,C
51,Chronobiologie: Die innere Uhr des Lebens,4,D
51,Chronobiologie: Die innere Uhr des Lebens,5,A
51,Chronobiologie: Die innere Uhr des Lebens,6,D
51,Chronobiologie: Die innere Uhr des Lebens,7,D
51,Chronobiologie: Die innere Uhr des Lebens,8,C
51,Chronobiologie: Die innere Uhr des Lebens,9,D
51,Chronobiologie: Die innere Uhr des Lebens,10,B
52,Die Brücke der Namen,1,D
52,Die Brücke der Namen,2,C
52,Die Brücke der Namen,3,A
52,Die Brücke der Namen,4,D
52,Die Brücke der Namen,5,A
52,Die Brücke der Namen,6,D
52,Die Brücke der Namen,7,B
52,Die Brücke der Namen,8,C
52,Die Brücke der Namen,9,C
52,Die Brücke der Namen,10,B
53,Prionen: Wenn Proteine zur Gefahr werden,1,A
53,Prionen: Wenn Proteine zur Gefahr werden,2,B
53,Prionen: Wenn Proteine zur Gefahr werden,3,D
53,Prionen: Wenn Proteine zur Gefahr werden,4,C
53,Prionen: Wenn Proteine zur Gefahr werden,5,C
53,Prionen: Wenn Proteine zur Gefahr werden,6,A
53,Prionen: Wenn Proteine zur Gefahr werden,7,D
53,Prionen: Wenn Proteine zur Gefahr werden,8,B
53,Prionen: Wenn Proteine zur Gefahr werden,9,D
53,Prionen: Wenn Proteine zur Gefahr werden,10,B
54,Das Konzert für niemanden,1,D
54,Das Konzert für niemanden,2,A
54,Das Konzert für niemanden,3,D
54,Das Konzert für niemanden,4,B
54,Das Konzert für niemanden,5,A
54,Das Konzert für niemanden,6,A
54,Das Konzert für niemanden,7,B
54,Das Konzert für niemanden,8,C
54,Das Konzert für niemanden,9,D
54,Das Konzert für niemanden,10,C
55,"Atmosphärische Optik: Halos, Regenbögen und blaue Stunden",1,C
55,"Atmosphärische Optik: Halos, Regenbögen und blaue Stunden",2,B
55,"Atmosphärische Optik: Halos, Regenbögen und blaue Stunden",3,A
55,"Atmosphärische Optik: Halos, Regenbögen und blaue Stunden",4,D
55,"Atmosphärische Optik: Halos, Regenbögen und blaue Stunden",5,A
55,"Atmosphärische Optik: Halos, Regenbögen und blaue Stunden",6,C
55,"Atmosphärische Optik: Halos, Regenbögen und blaue Stunden",7,A
55,"Atmosphärische Optik: Halos, Regenbögen und blaue Stunden",8,B
55,"Atmosphärische Optik: Halos, Regenbögen und blaue Stunden",9,D
55,"Atmosphärische Optik: Halos, Regenbögen und blaue Stunden",10,D
56,Der Übersetzer der Träume,1,B
56,Der Übersetzer der Träume,2,A
56,Der Übersetzer der Träume,3,C
56,Der Übersetzer der Träume,4,A
56,Der Übersetzer der Träume,5,B
56,Der Übersetzer der Träume,6,C
56,Der Übersetzer der Träume,7,D
56,Der Übersetzer der Träume,8,C
56,Der Übersetzer der Träume,9,D
56,Der Übersetzer der Träume,10,C
57,Bioakustik: Die Sprache der Natur,1,A
57,Bioakustik: Die Sprache der Natur,2,D
57,Bioakustik: Die Sprache der Natur,3,C
57,Bioakustik: Die Sprache der Natur,4,D
57,Bioakustik: Die Sprache der Natur,5,B
57,Bioakustik: Die Sprache der Natur,6,D
57,Bioakustik: Die Sprache der Natur,7,A
57,Bioakustik: Die Sprache der Natur,8,B
57,Bioakustik: Die Sprache der Natur,9,C
57,Bioakustik: Die Sprache der Natur,10,B
58,"Das Haus, das sich erinnerte",1,B
58,"Das Haus, das sich erinnerte",2,C
58,"Das Haus, das sich erinnerte",3,C
58,"Das Haus, das sich erinnerte",4,D
58,"Das Haus, das sich erinnerte",5,D
58,"Das Haus, das sich erinnerte",6,A
58,"Das Haus, das sich erinnerte",7,B
58,"Das Haus, das sich erinnerte",8,C
58,"Das Haus, das sich erinnerte",9,A
58,"Das Haus, das sich erinnerte",10,A
59,Gletscherkunde: Archive aus Eis,1,D
59,Gletscherkunde: Archive aus Eis,2,C
59,Gletscherkunde: Archive aus Eis,3,D
59,Gletscherkunde: Archive aus Eis,4,C
59,Gletscherkunde: Archive aus Eis,5,B
59,Gletscherkunde: Archive aus Eis,6,B
59,Gletscherkunde: Archive aus Eis,7,C
59,Gletscherkunde: Archive aus Eis,8,D
59,Gletscherkunde: Archive aus Eis,9,A
59,Gletscherkunde: Archive aus Eis,10,A
60,Die Sammlung der letzten Sätze,1,B
60,Die Sammlung der letzten Sätze,2,D
60,Die Sammlung der letzten Sätze,3,C
60,Die Sammlung der letzten Sätze,4,D
60,Die Sammlung der letzten Sätze,5,A
60,Die Sammlung der letzten Sätze,6,A
60,Die Sammlung der letzten Sätze,7,C
60,Die Sammlung der letzten Sätze,8,C
60,Die Sammlung der letzten Sätze,9,B
60,Die Sammlung der letzten Sätze,10,B
61,Biomimetik: Was die Natur Ingenieuren lehrt,1,B
61,Biomimetik: Was die Natur Ingenieuren lehrt,2,A
61,Biomimetik: Was die Natur Ingenieuren lehrt,3,A
61,Biomimetik: Was die Natur Ingenieuren lehrt,4,D
61,Biomimetik: Was die Natur Ingenieuren lehrt,5,B
61,Biomimetik: Was die Natur Ingenieuren lehrt,6,A
61,Biomimetik: Was die Natur Ingenieuren lehrt,7,C
61,Biomimetik: Was die Natur Ingenieuren lehrt,8,D
61,Biomimetik: Was die Natur Ingenieuren lehrt,9,C
61,Biomimetik: Was die Natur Ingenieuren lehrt,10,B
62,Der Raum der Möglichkeiten,1,C
62,Der Raum der Möglichkeiten,2,C
62,Der Raum der Möglichkeiten,3,B
62,Der Raum der Möglichkeiten,4,C
62,Der Raum der Möglichkeiten,5,D
62,Der Raum der Möglichkeiten,6,C
62,Der Raum der Möglichkeiten,7,D
62,Der Raum der Möglichkeiten,8,B
62,Der Raum der Möglichkeiten,9,A
62,Der Raum der Möglichkeiten,10,A
63,Spintronik: Wenn Elektronen eine Drehrichtung haben,1,A
63,Spintronik: Wenn Elektronen eine Drehrichtung haben,2,C
63,Spintronik: Wenn Elektronen eine Drehrichtung haben,3,A
63,Spintronik: Wenn Elektronen eine Drehrichtung haben,4,A
63,Spintronik: Wenn Elektronen eine Drehrichtung haben,5,D
63,Spintronik: Wenn Elektronen eine Drehrichtung haben,6,B
63,Spintronik: Wenn Elektronen eine Drehrichtung haben,7,B
63,Spintronik: Wenn Elektronen eine Drehrichtung haben,8,D
63,Spintronik: Wenn Elektronen eine Drehrichtung haben,9,D
63,Spintronik: Wenn Elektronen eine Drehrichtung haben,10,C
64,Die Kartographin der Zeit,1,B
64,Die Kartographin der Zeit,2,C
64,Die Kartographin der Zeit,3,A
64,Die Kartographin der Zeit,4,C
64,Die Kartographin der Zeit,5,A
64,Die Kartographin der Zeit,6,C
64,Die Kartographin der Zeit,7,D
64,Die Kartographin der Zeit,8,D
64,Die Kartographin der Zeit,9,B
64,Die Kartographin der Zeit,10,B
65,Antimaterie: Spiegelbild der Materie,1,C
65,Antimaterie: Spiegelbild der Materie,2,B
65,Antimaterie: Spiegelbild der Materie,3,A
65,Antimaterie: Spiegelbild der Materie,4,D
65,Antimaterie: Spiegelbild der Materie,5,A
65,Antimaterie: Spiegelbild der Materie,6,B
65,Antimaterie: Spiegelbild der Materie,7,B
65,Antimaterie: Spiegelbild der Materie,8,A
65,Antimaterie: Spiegelbild der Materie,9,D
65,Antimaterie: Spiegelbild der Materie,10,C
66,Das letzte Hotel,1,A
66,Das letzte Hotel,2,C
66,Das letzte Hotel,3,C
66,Das letzte Hotel,4,B
66,Das letzte Hotel,5,B
66,Das letzte Hotel,6,D
66,Das letzte Hotel,7,A
66,Das letzte Hotel,8,D
66,Das letzte Hotel,9,A
66,Das letzte Hotel,10,D
67,Das biologische Alter: Epigenetische Uhren und das Altern,1,C
67,Das biologische Alter: Epigenetische Uhren und das Altern,2,D
67,Das biologische Alter: Epigenetische Uhren und das Altern,3,A
67,Das biologische Alter: Epigenetische Uhren und das Altern,4,B
67,Das biologische Alter: Epigenetische Uhren und das Altern,5,B
67,Das biologische Alter: Epigenetische Uhren und das Altern,6,A
67,Das biologische Alter: Epigenetische Uhren und das Altern,7,C
67,Das biologische Alter: Epigenetische Uhren und das Altern,8,C
67,Das biologische Alter: Epigenetische Uhren und das Altern,9,A
67,Das biologische Alter: Epigenetische Uhren und das Altern,10,D
68,Die Schreiberin der Toten,1,C
68,Die Schreiberin der Toten,2,A
68,Die Schreiberin der Toten,3,A
68,Die Schreiberin der Toten,4,D
68,Die Schreiberin der Toten,5,D
68,Die Schreiberin der Toten,6,A
68,Die Schreiberin der Toten,7,C
68,Die Schreiberin der Toten,8,B
68,Die Schreiberin der Toten,9,B
68,Die Schreiberin der Toten,10,A
69,Ozeanversauerung: Das unsichtbare Problem der Meere,1,C
69,Ozeanversauerung: Das unsichtbare Problem der Meere,2,A
69,Ozeanversauerung: Das unsichtbare Problem der Meere,3,C
69,Ozeanversauerung: Das unsichtbare Problem der Meere,4,D
69,Ozeanversauerung: Das unsichtbare Problem der Meere,5,C
69,Ozeanversauerung: Das unsichtbare Problem der Meere,6,A
69,Ozeanversauerung: Das unsichtbare Problem der Meere,7,C
69,Ozeanversauerung: Das unsichtbare Problem der Meere,8,B
69,Ozeanversauerung: Das unsichtbare Problem der Meere,9,B
69,Ozeanversauerung: Das unsichtbare Problem der Meere,10,D
70,Das Ende der Wörterbücher,1,B
70,Das Ende der Wörterbücher,2,A
70,Das Ende der Wörterbücher,3,D
70,Das Ende der Wörterbücher,4,C
70,Das Ende der Wörterbücher,5,D
70,Das Ende der Wörterbücher,6,B
70,Das Ende der Wörterbücher,7,C
70,Das Ende der Wörterbücher,8,A
70,Das Ende der Wörterbücher,9,C
70,Das Ende der Wörterbücher,10,B
71,Kognitive Verzerrungen: Wenn das Gehirn systematisch irrt,1,D
71,Kognitive Verzerrungen: Wenn das Gehirn systematisch irrt,2,D
71,Kognitive Verzerrungen: Wenn das Gehirn systematisch irrt,3,B
71,Kognitive Verzerrungen: Wenn das Gehirn systematisch irrt,4,C
71,Kognitive Verzerrungen: Wenn das Gehirn systematisch irrt,5,B
71,Kognitive Verzerrungen: Wenn das Gehirn systematisch irrt,6,A
71,Kognitive Verzerrungen: Wenn das Gehirn systematisch irrt,7,A
71,Kognitive Verzerrungen: Wenn das Gehirn systematisch irrt,8,D
71,Kognitive Verzerrungen: Wenn das Gehirn systematisch irrt,9,C
71,Kognitive Verzerrungen: Wenn das Gehirn systematisch irrt,10,D
72,Die Nachtwächterin,1,C
72,Die Nachtwächterin,2,A
72,Die Nachtwächterin,3,C
72,Die Nachtwächterin,4,B
72,Die Nachtwächterin,5,B
72,Die Nachtwächterin,6,D
72,Die Nachtwächterin,7,C
72,Die Nachtwächterin,8,D
72,Die Nachtwächterin,9,A
72,Die Nachtwächterin,10,D
73,Synthetische Biologie: Leben neu entwerfen,1,A
73,Synthetische Biologie: Leben neu entwerfen,2,B
73,Synthetische Biologie: Leben neu entwerfen,3,B
73,Synthetische Biologie: Leben neu entwerfen,4,A
73,Synthetische Biologie: Leben neu entwerfen,5,D
73,Synthetische Biologie: Leben neu entwerfen,6,C
73,Synthetische Biologie: Leben neu entwerfen,7,B
73,Synthetische Biologie: Leben neu entwerfen,8,D
73,Synthetische Biologie: Leben neu entwerfen,9,A
73,Synthetische Biologie: Leben neu entwerfen,10,C
74,Der Kartograph der Stimmen,1,A
74,Der Kartograph der Stimmen,2,C
74,Der Kartograph der Stimmen,3,D
74,Der Kartograph der Stimmen,4,B
74,Der Kartograph der Stimmen,5,A
74,Der Kartograph der Stimmen,6,C
74,Der Kartograph der Stimmen,7,D
74,Der Kartograph der Stimmen,8,B
74,Der Kartograph der Stimmen,9,C
74,Der Kartograph der Stimmen,10,B
75,Schwarmintelligenz: Kollektive Weisheit ohne zentrale Kontrolle,1,B
75,Schwarmintelligenz: Kollektive Weisheit ohne zentrale Kontrolle,2,C
75,Schwarmintelligenz: Kollektive Weisheit ohne zentrale Kontrolle,3,B
75,Schwarmintelligenz: Kollektive Weisheit ohne zentrale Kontrolle,4,D
75,Schwarmintelligenz: Kollektive Weisheit ohne zentrale Kontrolle,5,D
75,Schwarmintelligenz: Kollektive Weisheit ohne zentrale Kontrolle,6,A
75,Schwarmintelligenz: Kollektive Weisheit ohne zentrale Kontrolle,7,B
75,Schwarmintelligenz: Kollektive Weisheit ohne zentrale Kontrolle,8,C
75,Schwarmintelligenz: Kollektive Weisheit ohne zentrale Kontrolle,9,D
75,Schwarmintelligenz: Kollektive Weisheit ohne zentrale Kontrolle,10,A
76,Das Ferngespräch,1,B
76,Das Ferngespräch,2,D
76,Das Ferngespräch,3,D
76,Das Ferngespräch,4,A
76,Das Ferngespräch,5,A
76,Das Ferngespräch,6,C
76,Das Ferngespräch,7,B
76,Das Ferngespräch,8,A
76,Das Ferngespräch,9,C
76,Das Ferngespräch,10,B
77,Dunkle Materie: Das unsichtbare Gerüst des Universums,1,A
77,Dunkle Materie: Das unsichtbare Gerüst des Universums,2,D
77,Dunkle Materie: Das unsichtbare Gerüst des Universums,3,A
77,Dunkle Materie: Das unsichtbare Gerüst des Universums,4,D
77,Dunkle Materie: Das unsichtbare Gerüst des Universums,5,C
77,Dunkle Materie: Das unsichtbare Gerüst des Universums,6,B
77,Dunkle Materie: Das unsichtbare Gerüst des Universums,7,C
77,Dunkle Materie: Das unsichtbare Gerüst des Universums,8,D
77,Dunkle Materie: Das unsichtbare Gerüst des Universums,9,A
77,Dunkle Materie: Das unsichtbare Gerüst des Universums,10,B
78,Der Museumswächter,1,D
78,Der Museumswächter,2,A
78,Der Museumswächter,3,C
78,Der Museumswächter,4,B
78,Der Museumswächter,5,C
78,Der Museumswächter,6,D
78,Der Museumswächter,7,A
78,Der Museumswächter,8,D
78,Der Museumswächter,9,B
78,Der Museumswächter,10,B
79,Quantencomputing: Rechnen mit Überlagerung,1,C
79,Quantencomputing: Rechnen mit Überlagerung,2,D
79,Quantencomputing: Rechnen mit Überlagerung,3,A
79,Quantencomputing: Rechnen mit Überlagerung,4,A
79,Quantencomputing: Rechnen mit Überlagerung,5,B
79,Quantencomputing: Rechnen mit Überlagerung,6,D
79,Quantencomputing: Rechnen mit Überlagerung,7,D
79,Quantencomputing: Rechnen mit Überlagerung,8,C
79,Quantencomputing: Rechnen mit Überlagerung,9,B
79,Quantencomputing: Rechnen mit Überlagerung,10,D
80,Das letzte Kapitel,1,A
80,Das letzte Kapitel,2,D
80,Das letzte Kapitel,3,C
80,Das letzte Kapitel,4,B
80,Das letzte Kapitel,5,D
80,Das letzte Kapitel,6,D
80,Das letzte Kapitel,7,B
80,Das letzte Kapitel,8,C
80,Das letzte Kapitel,9,A
80,Das letzte Kapitel,10,A
81,Die Sprache der Bienen: Der Schwänzeltanz,1,B
81,Die Sprache der Bienen: Der Schwänzeltanz,2,B
81,Die Sprache der Bienen: Der Schwänzeltanz,3,B
81,Die Sprache der Bienen: Der Schwänzeltanz,4,A
81,Die Sprache der Bienen: Der Schwänzeltanz,5,B
81,Die Sprache der Bienen: Der Schwänzeltanz,6,C
81,Die Sprache der Bienen: Der Schwänzeltanz,7,B
81,Die Sprache der Bienen: Der Schwänzeltanz,8,A
81,Die Sprache der Bienen: Der Schwänzeltanz,9,C
81,Die Sprache der Bienen: Der Schwänzeltanz,10,B
82,Der Ursprung des Kaffees: Von Äthiopien in die Welt,1,B
82,Der Ursprung des Kaffees: Von Äthiopien in die Welt,2,A
82,Der Ursprung des Kaffees: Von Äthiopien in die Welt,3,B
82,Der Ursprung des Kaffees: Von Äthiopien in die Welt,4,B
82,Der Ursprung des Kaffees: Von Äthiopien in die Welt,5,A
82,Der Ursprung des Kaffees: Von Äthiopien in die Welt,6,B
82,Der Ursprung des Kaffees: Von Äthiopien in die Welt,7,B
82,Der Ursprung des Kaffees: Von Äthiopien in die Welt,8,A
82,Der Ursprung des Kaffees: Von Äthiopien in die Welt,9,B
82,Der Ursprung des Kaffees: Von Äthiopien in die Welt,10,B
83,Schwarze Löcher: Wenn die Raumzeit sich krümmt,1,B
83,Schwarze Löcher: Wenn die Raumzeit sich krümmt,2,C
83,Schwarze Löcher: Wenn die Raumzeit sich krümmt,3,B
83,Schwarze Löcher: Wenn die Raumzeit sich krümmt,4,A
83,Schwarze Löcher: Wenn die Raumzeit sich krümmt,5,B
83,Schwarze Löcher: Wenn die Raumzeit sich krümmt,6,B
83,Schwarze Löcher: Wenn die Raumzeit sich krümmt,7,B
83,Schwarze Löcher: Wenn die Raumzeit sich krümmt,8,C
83,Schwarze Löcher: Wenn die Raumzeit sich krümmt,9,B
83,Schwarze Löcher: Wenn die Raumzeit sich krümmt,10,B
84,Die Renaissance: Wiedergeburt des Wissens,1,B
84,Die Renaissance: Wiedergeburt des Wissens,2,A
84,Die Renaissance: Wiedergeburt des Wissens,3,B
84,Die Renaissance: Wiedergeburt des Wissens,4,A
84,Die Renaissance: Wiedergeburt des Wissens,5,B
84,Die Renaissance: Wiedergeburt des Wissens,6,A
84,Die Renaissance: Wiedergeburt des Wissens,7,B
84,Die Renaissance: Wiedergeburt des Wissens,8,A
84,Die Renaissance: Wiedergeburt des Wissens,9,B
84,Die Renaissance: Wiedergeburt des Wissens,10,A
85,Der Wasserkreislauf der Erde,1,B
85,Der Wasserkreislauf der Erde,2,B
85,Der Wasserkreislauf der Erde,3,A
85,Der Wasserkreislauf der Erde,4,B
85,Der Wasserkreislauf der Erde,5,B
85,Der Wasserkreislauf der Erde,6,D
85,Der Wasserkreislauf der Erde,7,A
85,Der Wasserkreislauf der Erde,8,B
85,Der Wasserkreislauf der Erde,9,A
85,Der Wasserkreislauf der Erde,10,A
86,Die Entdeckung des Penicillins,1,B
86,Die Entdeckung des Penicillins,2,B
86,Die Entdeckung des Penicillins,3,B
86,Die Entdeckung des Penicillins,4,A
86,Die Entdeckung des Penicillins,5,A
86,Die Entdeckung des Penicillins,6,A
86,Die Entdeckung des Penicillins,7,A
86,Die Entdeckung des Penicillins,8,B
86,Die Entdeckung des Penicillins,9,A
86,Die Entdeckung des Penicillins,10,A
87,Vulkane: Fenster ins Erdinnere,1,B
87,Vulkane: Fenster ins Erdinnere,2,B
87,Vulkane: Fenster ins Erdinnere,3,B
87,Vulkane: Fenster ins Erdinnere,4,A
87,Vulkane: Fenster ins Erdinnere,5,A
87,Vulkane: Fenster ins Erdinnere,6,B
87,Vulkane: Fenster ins Erdinnere,7,B
87,Vulkane: Fenster ins Erdinnere,8,B
87,Vulkane: Fenster ins Erdinnere,9,A
87,Vulkane: Fenster ins Erdinnere,10,A
88,Die Entstehung des Internets,1,B
88,Die Entstehung des Internets,2,A
88,Die Entstehung des Internets,3,A
88,Die Entstehung des Internets,4,A
88,Die Entstehung des Internets,5,B
88,Die Entstehung des Internets,6,B
88,Die Entstehung des Internets,7,A
88,Die Entstehung des Internets,8,B
88,Die Entstehung des Internets,9,B
88,Die Entstehung des Internets,10,B
89,Die Stoiker: Philosophie der inneren Ruhe,1,B
89,Die Stoiker: Philosophie der inneren Ruhe,2,B
89,Die Stoiker: Philosophie der inneren Ruhe,3,B
89,Die Stoiker: Philosophie der inneren Ruhe,4,B
89,Die Stoiker: Philosophie der inneren Ruhe,5,B
89,Die Stoiker: Philosophie der inneren Ruhe,6,B
89,Die Stoiker: Philosophie der inneren Ruhe,7,B
89,Die Stoiker: Philosophie der inneren Ruhe,8,A
89,Die Stoiker: Philosophie der inneren Ruhe,9,B
89,Die Stoiker: Philosophie der inneren Ruhe,10,B
90,Korallenriffe: Regenwälder der Meere,1,B
90,Korallenriffe: Regenwälder der Meere,2,B
90,Korallenriffe: Regenwälder der Meere,3,A
90,Korallenriffe: Regenwälder der Meere,4,A
90,Korallenriffe: Regenwälder der Meere,5,A
90,Korallenriffe: Regenwälder der Meere,6,B
90,Korallenriffe: Regenwälder der Meere,7,B
90,Korallenriffe: Regenwälder der Meere,8,B
90,Korallenriffe: Regenwälder der Meere,9,A
90,Korallenriffe: Regenwälder der Meere,10,B
91,Die Französische Revolution,1,A
91,Die Französische Revolution,2,B
91,Die Französische Revolution,3,A
91,Die Französische Revolution,4,B
91,Die Französische Revolution,5,C
91,Die Französische Revolution,6,A
91,Die Französische Revolution,7,B
91,Die Französische Revolution,8,B
91,Die Französische Revolution,9,A
91,Die Französische Revolution,10,A
92,Das menschliche Immunsystem,1,B
92,Das menschliche Immunsystem,2,A
92,Das menschliche Immunsystem,3,B
92,Das menschliche Immunsystem,4,A
92,Das menschliche Immunsystem,5,B
92,Das menschliche Immunsystem,6,A
92,Das menschliche Immunsystem,7,A
92,Das menschliche Immunsystem,8,A
92,Das menschliche Immunsystem,9,A
92,Das menschliche Immunsystem,10,A
93,Die Wüste: Leben am Rand des Möglichen,1,A
93,Die Wüste: Leben am Rand des Möglichen,2,B
93,Die Wüste: Leben am Rand des Möglichen,3,B
93,Die Wüste: Leben am Rand des Möglichen,4,A
93,Die Wüste: Leben am Rand des Möglichen,5,A
93,Die Wüste: Leben am Rand des Möglichen,6,A
93,Die Wüste: Leben am Rand des Möglichen,7,A
93,Die Wüste: Leben am Rand des Möglichen,8,A
93,Die Wüste: Leben am Rand des Möglichen,9,B
93,Die Wüste: Leben am Rand des Möglichen,10,A
94,Die Kunst des Origami,1,A
94,Die Kunst des Origami,2,B
94,Die Kunst des Origami,3,A
94,Die Kunst des Origami,4,A
94,Die Kunst des Origami,5,A
94,Die Kunst des Origami,6,A
94,Die Kunst des Origami,7,A
94,Die Kunst des Origami,8,A
94,Die Kunst des Origami,9,A
94,Die Kunst des Origami,10,A
95,Gletscher: Archive des Klimas,1,B
95,Gletscher: Archive des Klimas,2,A
95,Gletscher: Archive des Klimas,3,A
95,Gletscher: Archive des Klimas,4,A
95,Gletscher: Archive des Klimas,5,A
95,Gletscher: Archive des Klimas,6,A
95,Gletscher: Archive des Klimas,7,A
95,Gletscher: Archive des Klimas,8,A
95,Gletscher: Archive des Klimas,9,A
95,Gletscher: Archive des Klimas,10,A
96,Die Geschichte der Schrift,1,A
96,Die Geschichte der Schrift,2,A
96,Die Geschichte der Schrift,3,B
96,Die Geschichte der Schrift,4,B
96,Die Geschichte der Schrift,5,A
96,Die Geschichte der Schrift,6,B
96,Die Geschichte der Schrift,7,A
96,Die Geschichte der Schrift,8,B
96,Die Geschichte der Schrift,9,A
96,Die Geschichte der Schrift,10,A
97,Photosynthese: Wie Pflanzen Licht in Leben verwandeln,1,A
97,Photosynthese: Wie Pflanzen Licht in Leben verwandeln,2,A
97,Photosynthese: Wie Pflanzen Licht in Leben verwandeln,3,B
97,Photosynthese: Wie Pflanzen Licht in Leben verwandeln,4,A
97,Photosynthese: Wie Pflanzen Licht in Leben verwandeln,5,A
97,Photosynthese: Wie Pflanzen Licht in Leben verwandeln,6,A
97,Photosynthese: Wie Pflanzen Licht in Leben verwandeln,7,A
97,Photosynthese: Wie Pflanzen Licht in Leben verwandeln,8,A
97,Photosynthese: Wie Pflanzen Licht in Leben verwandeln,9,A
97,Photosynthese: Wie Pflanzen Licht in Leben verwandeln,10,A
98,Die Antarktis: Der eisige Kontinent,1,C
98,Die Antarktis: Der eisige Kontinent,2,A
98,Die Antarktis: Der eisige Kontinent,3,A
98,Die Antarktis: Der eisige Kontinent,4,A
98,Die Antarktis: Der eisige Kontinent,5,A
98,Die Antarktis: Der eisige Kontinent,6,A
98,Die Antarktis: Der eisige Kontinent,7,A
98,Die Antarktis: Der eisige Kontinent,8,A
98,Die Antarktis: Der eisige Kontinent,9,A
98,Die Antarktis: Der eisige Kontinent,10,A
99,Das Gedächtnis: Wie wir uns erinnern,1,B
99,Das Gedächtnis: Wie wir uns erinnern,2,A
99,Das Gedächtnis: Wie wir uns erinnern,3,A
99,Das Gedächtnis: Wie wir uns erinnern,4,A
99,Das Gedächtnis: Wie wir uns erinnern,5,A
99,Das Gedächtnis: Wie wir uns erinnern,6,D
99,Das Gedächtnis: Wie wir uns erinnern,7,A
99,Das Gedächtnis: Wie wir uns erinnern,8,A
99,Das Gedächtnis: Wie wir uns erinnern,9,A
99,Das Gedächtnis: Wie wir uns erinnern,10,A
100,"Künstliche Intelligenz: Maschinen, die lernen",1,A
100,"Künstliche Intelligenz: Maschinen, die lernen",2,A
100,"Künstliche Intelligenz: Maschinen, die lernen",3,A
100,"Künstliche Intelligenz: Maschinen, die lernen",4,A
100,"Künstliche Intelligenz: Maschinen, die lernen",5,A
100,"Künstliche Intelligenz: Maschinen, die lernen",6,A
100,"Künstliche Intelligenz: Maschinen, die lernen",7,D
100,"Künstliche Intelligenz: Maschinen, die lernen",8,A
100,"Künstliche Intelligenz: Maschinen, die lernen",9,A
100,"Künstliche Intelligenz: Maschinen, die lernen",10,A
